survey,ageGroup,measure,value,index
24,1,6,24,10
24,2,6,40,10
24,3,6,56,10
24,4,6,261,10
24,5,6,661,10
24,6,6,713,10
24,7,6,621,10
24,8,6,1738,10
24,1,8,16,10
24,2,8,29,10
24,3,8,40,10
24,4,8,167,10
24,5,8,308,10
24,6,8,360,10
24,7,8,255,10
24,8,8,612,10
24,1,11,4,10
24,2,11,3,10
24,3,11,3,10
24,4,11,8,10
24,5,11,4,10
24,6,11,3,10
24,7,11,2,10
24,8,11,4,10
24,1,12,0,10
24,2,12,0,10
24,3,12,0,10
24,4,12,0,10
24,5,12,0,10
24,6,12,0,10
24,7,12,0,10
24,8,12,0,10
24,1,13,0,10
24,2,13,0,10
24,3,13,0,10
24,4,13,0,10
24,5,13,0,10
24,6,13,0,10
24,7,13,0,10
24,8,13,0,10
24,1,14,9,10
24,2,14,6,10
24,3,14,12,10
24,4,14,27,10
24,5,14,18,10
24,6,14,8,10
24,7,14,6,10
24,8,14,12,10
24,1,15,0,10
24,2,15,1,10
24,3,15,0,10
24,4,15,0,10
24,5,15,0,10
24,6,15,0,10
24,7,15,0,10
24,8,15,0,10
24,1,16,0,10
24,2,16,0,10
24,3,16,0,10
24,4,16,0,10
24,5,16,0,10
24,6,16,0,10
24,7,16,0,10
24,8,16,0,10
24,1,18,0,10
24,2,18,0,10
24,3,18,0,10
24,4,18,0,10
24,5,18,0,10
24,6,18,0,10
24,7,18,0,10
24,8,18,0,10
24,1,19,0,10
24,2,19,0,10
24,3,19,0,10
24,4,19,0,10
24,5,19,0,10
24,6,19,0,10
24,7,19,0,10
24,8,19,0,10
24,0,35,1.36986,10
24,0,36,1.35058,10
24,1,74,0,10
24,2,74,0.112593,10
24,3,74,0,10
24,4,74,0,10
24,5,74,0,10
24,6,74,0,10
24,7,74,0,10
24,8,74,0,10
24,1,76,0.0662795,10
24,2,76,0.0313144,10
24,3,76,0.0303134,10
24,4,76,0.0302774,10
24,5,76,0.00858063,10
24,6,76,0.00183242,10
24,7,76,0.000742091,10
24,8,76,0.000803666,10
24,1,78,0.331754,10
24,2,78,0.178202,10
24,3,78,0.210686,10
24,4,78,0.216563,10
24,5,78,0.0506897,10
24,6,78,0.0095981,10
24,7,78,0.00375992,10
24,8,78,0.00409054,10
25,1,0,27,10
25,2,0,17,10
25,3,0,24,10
25,4,0,79,10
25,5,0,121,10
25,6,0,109,10
25,7,0,101,10
25,8,0,494,10
25,1,1,16,10
25,2,1,13,10
25,3,1,21,10
25,4,1,74,10
25,5,1,116,10
25,6,1,109,10
25,7,1,99,10
25,8,1,452,10
25,1,3,13,10
25,2,3,10,10
25,3,3,15,10
25,4,3,57,10
25,5,3,89,10
25,6,3,88,10
25,7,3,64,10
25,8,3,234,10
25,1,6,30,10
25,2,6,39,10
25,3,6,60,10
25,4,6,259,10
25,5,6,673,10
25,6,6,712,10
25,7,6,638,10
25,8,6,1677,10
25,1,8,19,10
25,2,8,20,10
25,3,8,39,10
25,4,8,172,10
25,5,8,330,10
25,6,8,370,10
25,7,8,271,10
25,8,8,621,10
25,1,11,1,10
25,2,11,3,10
25,3,11,4,10
25,4,11,10,10
25,5,11,5,10
25,6,11,1,10
25,7,11,0,10
25,8,11,4,10
25,1,12,0,10
25,2,12,0,10
25,3,12,0,10
25,4,12,0,10
25,5,12,0,10
25,6,12,0,10
25,7,12,0,10
25,8,12,0,10
25,1,13,0,10
25,2,13,0,10
25,3,13,0,10
25,4,13,0,10
25,5,13,0,10
25,6,13,0,10
25,7,13,0,10
25,8,13,0,10
25,1,14,5,10
25,2,14,6,10
25,3,14,7,10
25,4,14,25,10
25,5,14,16,10
25,6,14,6,10
25,7,14,5,10
25,8,14,16,10
25,1,15,0,10
25,2,15,0,10
25,3,15,0,10
25,4,15,0,10
25,5,15,0,10
25,6,15,0,10
25,7,15,0,10
25,8,15,0,10
25,1,16,0,10
25,2,16,0,10
25,3,16,0,10
25,4,16,0,10
25,5,16,0,10
25,6,16,0,10
25,7,16,0,10
25,8,16,0,10
25,1,18,0,10
25,2,18,0,10
25,3,18,0,10
25,4,18,0,10
25,5,18,0,10
25,6,18,0,10
25,7,18,0,10
25,8,18,0,10
25,1,19,0,10
25,2,19,0,10
25,3,19,0,10
25,4,19,0,10
25,5,19,0,10
25,6,19,0,10
25,7,19,0,10
25,8,19,0,10
25,0,35,1.36986,10
25,0,36,1.35825,10
25,1,74,0,10
25,2,74,0,10
25,3,74,0,10
25,4,74,0,10
25,5,74,0,10
25,6,74,0,10
25,7,74,0,10
25,8,74,0,10
25,1,76,0.0318972,10
25,2,76,0.0339292,10
25,3,76,0.0253397,10
25,4,76,0.0320684,10
25,5,76,0.00754098,10
25,6,76,0.00101694,10
25,7,76,0.000730206,10
25,8,76,0.00181104,10
25,1,78,0.159354,10
25,2,78,0.181488,10
25,3,78,0.170965,10
25,4,78,0.214633,10
25,5,78,0.0438852,10
25,6,78,0.00537095,10
25,7,78,0.0037373,10
25,8,78,0.00918519,10
26,1,0,27,10
26,2,0,15,10
26,3,0,28,10
26,4,0,81,10
26,5,0,121,10
26,6,0,111,10
26,7,0,100,10
26,8,0,494,10
26,1,1,18,10
26,2,1,13,10
26,3,1,25,10
26,4,1,75,10
26,5,1,115,10
26,6,1,111,10
26,7,1,99,10
26,8,1,452,10
26,1,3,8,10
26,2,3,10,10
26,3,3,18,10
26,4,3,62,10
26,5,3,92,10
26,6,3,87,10
26,7,3,67,10
26,8,3,237,10
26,1,6,31,10
26,2,6,31,10
26,3,6,67,10
26,4,6,290,10
26,5,6,672,10
26,6,6,729,10
26,7,6,632,10
26,8,6,1655,10
26,1,8,16,10
26,2,8,17,10
26,3,8,42,10
26,4,8,189,10
26,5,8,308,10
26,6,8,373,10
26,7,8,276,10
26,8,8,589,10
26,1,11,1,10
26,2,11,2,10
26,3,11,3,10
26,4,11,5,10
26,5,11,4,10
26,6,11,1,10
26,7,11,0,10
26,8,11,4,10
26,1,12,0,10
26,2,12,0,10
26,3,12,0,10
26,4,12,1,10
26,5,12,0,10
26,6,12,0,10
26,7,12,0,10
26,8,12,1,10
26,1,13,0,10
26,2,13,0,10
26,3,13,1,10
26,4,13,0,10
26,5,13,0,10
26,6,13,0,10
26,7,13,0,10
26,8,13,0,10
26,1,14,2,10
26,2,14,8,10
26,3,14,10,10
26,4,14,28,10
26,5,14,21,10
26,6,14,13,10
26,7,14,5,10
26,8,14,13,10
26,1,15,0,10
26,2,15,0,10
26,3,15,2,10
26,4,15,0,10
26,5,15,0,10
26,6,15,0,10
26,7,15,0,10
26,8,15,0,10
26,1,16,0,10
26,2,16,0,10
26,3,16,0,10
26,4,16,0,10
26,5,16,0,10
26,6,16,0,10
26,7,16,0,10
26,8,16,0,10
26,1,18,0,10
26,2,18,0,10
26,3,18,0,10
26,4,18,1,10
26,5,18,0,10
26,6,18,0,10
26,7,18,0,10
26,8,18,0,10
26,1,19,0,10
26,2,19,0,10
26,3,19,0,10
26,4,19,0,10
26,5,19,0,10
26,6,19,0,10
26,7,19,0,10
26,8,19,0,10
26,0,35,1.36986,10
26,0,36,1.35251,10
26,1,74,0,10
26,2,74,0,10
26,3,74,0.197074,10
26,4,74,0,10
26,5,74,0,10
26,6,74,0,10
26,7,74,0,10
26,8,74,0,10
26,1,76,0.0262549,10
26,2,76,0.0406479,10
26,3,76,0.0402723,10
26,4,76,0.0295211,10
26,5,76,0.00762571,10
26,6,76,0.00231206,10
26,7,76,0.000778406,10
26,8,76,0.00119976,10
26,1,78,0.131124,10
26,2,78,0.230418,10
26,3,78,0.252779,10
26,4,78,0.181666,10
26,5,78,0.043029,10
26,6,78,0.0119054,10
26,7,78,0.00396975,10
26,8,78,0.00609458,10
27,1,0,32,10
27,2,0,12,10
27,3,0,27,10
27,4,0,74,10
27,5,0,121,10
27,6,0,110,10
27,7,0,101,10
27,8,0,493,10
27,1,1,22,10
27,2,1,10,10
27,3,1,26,10
27,4,1,68,10
27,5,1,117,10
27,6,1,110,10
27,7,1,101,10
27,8,1,458,10
27,1,3,13,10
27,2,3,9,10
27,3,3,20,10
27,4,3,58,10
27,5,3,90,10
27,6,3,87,10
27,7,3,66,10
27,8,3,240,10
27,1,6,44,10
27,2,6,27,10
27,3,6,72,10
27,4,6,264,10
27,5,6,682,10
27,6,6,736,10
27,7,6,640,10
27,8,6,1652,10
27,1,8,21,10
27,2,8,18,10
27,3,8,47,10
27,4,8,175,10
27,5,8,317,10
27,6,8,360,10
27,7,8,286,10
27,8,8,600,10
27,1,11,0,10
27,2,11,2,10
27,3,11,6,10
27,4,11,10,10
27,5,11,6,10
27,6,11,1,10
27,7,11,1,10
27,8,11,3,10
27,1,12,0,10
27,2,12,0,10
27,3,12,0,10
27,4,12,0,10
27,5,12,0,10
27,6,12,0,10
27,7,12,0,10
27,8,12,0,10
27,1,13,0,10
27,2,13,0,10
27,3,13,0,10
27,4,13,1,10
27,5,13,0,10
27,6,13,0,10
27,7,13,0,10
27,8,13,0,10
27,1,14,5,10
27,2,14,7,10
27,3,14,14,10
27,4,14,26,10
27,5,14,19,10
27,6,14,10,10
27,7,14,3,10
27,8,14,7,10
27,1,15,1,10
27,2,15,0,10
27,3,15,0,10
27,4,15,2,10
27,5,15,0,10
27,6,15,0,10
27,7,15,0,10
27,8,15,0,10
27,1,16,0,10
27,2,16,0,10
27,3,16,0,10
27,4,16,0,10
27,5,16,0,10
27,6,16,0,10
27,7,16,0,10
27,8,16,0,10
27,1,18,0,10
27,2,18,0,10
27,3,18,0,10
27,4,18,0,10
27,5,18,0,10
27,6,18,0,10
27,7,18,0,10
27,8,18,0,10
27,1,19,0,10
27,2,19,0,10
27,3,19,0,10
27,4,19,0,10
27,5,19,0,10
27,6,19,0,10
27,7,19,0,10
27,8,19,0,10
27,0,35,1.36986,10
27,0,36,1.35726,10
27,1,74,0.126141,10
27,2,74,0,10
27,3,74,0,10
27,4,74,0.148342,10
27,5,74,0,10
27,6,74,0,10
27,7,74,0,10
27,8,74,0,10
27,1,76,0.0386859,10
27,2,76,0.0235236,10
27,3,76,0.0386881,10
27,4,76,0.0363066,10
27,5,76,0.0077752,10
27,6,76,0.00223586,10
27,7,76,0.000365523,10
27,8,76,0.000605303,10
27,1,78,0.192943,10
27,2,78,0.134251,10
27,3,78,0.242497,10
27,4,78,0.2274,10
27,5,78,0.0449127,10
27,6,78,0.011627,10
27,7,78,0.00187262,10
27,8,78,0.00305742,10
28,1,0,27,10
28,2,0,12,10
28,3,0,27,10
28,4,0,76,10
28,5,0,124,10
28,6,0,109,10
28,7,0,103,10
28,8,0,491,10
28,1,1,15,10
28,2,1,10,10
28,3,1,26,10
28,4,1,70,10
28,5,1,121,10
28,6,1,109,10
28,7,1,103,10
28,8,1,455,10
28,1,3,10,10
28,2,3,7,10
28,3,3,21,10
28,4,3,56,10
28,5,3,93,10
28,6,3,86,10
28,7,3,67,10
28,8,3,242,10
28,1,6,38,10
28,2,6,26,10
28,3,6,68,10
28,4,6,281,10
28,5,6,690,10
28,6,6,729,10
28,7,6,644,10
28,8,6,1674,10
28,1,8,20,10
28,2,8,16,10
28,3,8,45,10
28,4,8,172,10
28,5,8,327,10
28,6,8,365,10
28,7,8,282,10
28,8,8,597,10
28,1,11,3,10
28,2,11,2,10
28,3,11,6,10
28,4,11,8,10
28,5,11,5,10
28,6,11,2,10
28,7,11,0,10
28,8,11,6,10
28,1,12,0,10
28,2,12,0,10
28,3,12,0,10
28,4,12,0,10
28,5,12,0,10
28,6,12,0,10
28,7,12,0,10
28,8,12,0,10
28,1,13,0,10
28,2,13,0,10
28,3,13,0,10
28,4,13,0,10
28,5,13,0,10
28,6,13,0,10
28,7,13,0,10
28,8,13,0,10
28,1,14,3,10
28,2,14,4,10
28,3,14,16,10
28,4,14,23,10
28,5,14,24,10
28,6,14,3,10
28,7,14,5,10
28,8,14,14,10
28,1,15,0,10
28,2,15,0,10
28,3,15,0,10
28,4,15,0,10
28,5,15,0,10
28,6,15,0,10
28,7,15,0,10
28,8,15,0,10
28,1,16,0,10
28,2,16,0,10
28,3,16,0,10
28,4,16,0,10
28,5,16,0,10
28,6,16,0,10
28,7,16,0,10
28,8,16,0,10
28,1,18,0,10
28,2,18,0,10
28,3,18,0,10
28,4,18,0,10
28,5,18,0,10
28,6,18,0,10
28,7,18,0,10
28,8,18,0,10
28,1,19,0,10
28,2,19,0,10
28,3,19,0,10
28,4,19,0,10
28,5,19,0,10
28,6,19,0,10
28,7,19,0,10
28,8,19,0,10
28,0,35,1.36986,10
28,0,36,1.36147,10
28,1,74,0,10
28,2,74,0,10
28,3,74,0,10
28,4,74,0,10
28,5,74,0,10
28,6,74,0,10
28,7,74,0,10
28,8,74,0,10
28,1,76,0.0435537,10
28,2,76,0.0296884,10
28,3,76,0.0545851,10
28,4,76,0.0253527,10
28,5,76,0.00968996,10
28,6,76,0.000839783,10
28,7,76,0.000765417,10
28,8,76,0.00131289,10
28,1,78,0.219136,10
28,2,78,0.162923,10
28,3,78,0.359883,10
28,4,78,0.169172,10
28,5,78,0.0559697,10
28,6,78,0.0044769,10
28,7,78,0.00393001,10
28,8,78,0.0066696,10
29,1,0,31,10
29,2,0,13,10
29,3,0,25,10
29,4,0,72,10
29,5,0,125,10
29,6,0,111,10
29,7,0,102,10
29,8,0,493,10
29,1,1,19,10
29,2,1,10,10
29,3,1,24,10
29,4,1,66,10
29,5,1,119,10
29,6,1,111,10
29,7,1,102,10
29,8,1,453,10
29,1,3,11,10
29,2,3,8,10
29,3,3,20,10
29,4,3,58,10
29,5,3,97,10
29,6,3,87,10
29,7,3,70,10
29,8,3,245,10
29,1,6,44,10
29,2,6,29,10
29,3,6,59,10
29,4,6,277,10
29,5,6,666,10
29,6,6,723,10
29,7,6,642,10
29,8,6,1636,10
29,1,8,22,10
29,2,8,19,10
29,3,8,42,10
29,4,8,173,10
29,5,8,319,10
29,6,8,371,10
29,7,8,289,10
29,8,8,596,10
29,1,11,1,10
29,2,11,0,10
29,3,11,9,10
29,4,11,10,10
29,5,11,5,10
29,6,11,0,10
29,7,11,1,10
29,8,11,2,10
29,1,12,0,10
29,2,12,0,10
29,3,12,0,10
29,4,12,0,10
29,5,12,0,10
29,6,12,0,10
29,7,12,0,10
29,8,12,0,10
29,1,13,0,10
29,2,13,0,10
29,3,13,0,10
29,4,13,0,10
29,5,13,0,10
29,6,13,0,10
29,7,13,0,10
29,8,13,0,10
29,1,14,5,10
29,2,14,3,10
29,3,14,14,10
29,4,14,29,10
29,5,14,19,10
29,6,14,4,10
29,7,14,6,10
29,8,14,7,10
29,1,15,0,10
29,2,15,0,10
29,3,15,0,10
29,4,15,0,10
29,5,15,0,10
29,6,15,0,10
29,7,15,0,10
29,8,15,0,10
29,1,16,0,10
29,2,16,0,10
29,3,16,0,10
29,4,16,0,10
29,5,16,0,10
29,6,16,0,10
29,7,16,0,10
29,8,16,0,10
29,1,18,0,10
29,2,18,0,10
29,3,18,0,10
29,4,18,0,10
29,5,18,0,10
29,6,18,0,10
29,7,18,0,10
29,8,18,0,10
29,1,19,0,10
29,2,19,0,10
29,3,19,0,10
29,4,19,0,10
29,5,19,0,10
29,6,19,0,10
29,7,19,0,10
29,8,19,0,10
29,0,35,1.36986,10
29,0,36,1.37658,10
29,1,74,0,10
29,2,74,0,10
29,3,74,0,10
29,4,74,0,10
29,5,74,0,10
29,6,74,0,10
29,7,74,0,10
29,8,74,0,10
29,1,76,0.0431752,10
29,2,76,0.0163814,10
29,3,76,0.0457602,10
29,4,76,0.0323094,10
29,5,76,0.00945943,10
29,6,76,0.000905797,10
29,7,76,0.000769418,10
29,8,76,0.000872782,10
29,1,78,0.219553,10
29,2,78,0.0855196,10
29,3,78,0.287014,10
29,4,78,0.213123,10
29,5,78,0.054998,10
29,6,78,0.00462112,10
29,7,78,0.00394788,10
29,8,78,0.0044053,10
30,1,0,27,10
30,2,0,15,10
30,3,0,27,10
30,4,0,71,10
30,5,0,128,10
30,6,0,108,10
30,7,0,103,10
30,8,0,493,10
30,1,1,19,10
30,2,1,13,10
30,3,1,24,10
30,4,1,65,10
30,5,1,124,10
30,6,1,108,10
30,7,1,103,10
30,8,1,464,10
30,1,3,14,10
30,2,3,10,10
30,3,3,21,10
30,4,3,54,10
30,5,3,94,10
30,6,3,87,10
30,7,3,66,10
30,8,3,248,10
30,1,6,41,10
30,2,6,42,10
30,3,6,60,10
30,4,6,269,10
30,5,6,673,10
30,6,6,723,10
30,7,6,628,10
30,8,6,1662,10
30,1,8,26,10
30,2,8,20,10
30,3,8,41,10
30,4,8,178,10
30,5,8,334,10
30,6,8,363,10
30,7,8,284,10
30,8,8,601,10
30,1,11,3,10
30,2,11,1,10
30,3,11,5,10
30,4,11,9,10
30,5,11,6,10
30,6,11,3,10
30,7,11,0,10
30,8,11,0,10
30,1,12,0,10
30,2,12,0,10
30,3,12,0,10
30,4,12,1,10
30,5,12,0,10
30,6,12,0,10
30,7,12,0,10
30,8,12,0,10
30,1,13,0,10
30,2,13,0,10
30,3,13,0,10
30,4,13,0,10
30,5,13,0,10
30,6,13,0,10
30,7,13,0,10
30,8,13,0,10
30,1,14,7,10
30,2,14,9,10
30,3,14,14,10
30,4,14,32,10
30,5,14,26,10
30,6,14,14,10
30,7,14,4,10
30,8,14,10,10
30,1,15,0,10
30,2,15,0,10
30,3,15,0,10
30,4,15,1,10
30,5,15,1,10
30,6,15,0,10
30,7,15,0,10
30,8,15,0,10
30,1,16,0,10
30,2,16,0,10
30,3,16,0,10
30,4,16,0,10
30,5,16,0,10
30,6,16,0,10
30,7,16,0,10
30,8,16,0,10
30,1,18,0,10
30,2,18,0,10
30,3,18,0,10
30,4,18,0,10
30,5,18,0,10
30,6,18,0,10
30,7,18,0,10
30,8,18,0,10
30,1,19,0,10
30,2,19,0,10
30,3,19,0,10
30,4,19,0,10
30,5,19,0,10
30,6,19,0,10
30,7,19,0,10
30,8,19,0,10
30,0,35,1.36986,10
30,0,36,1.38686,10
30,1,74,0,10
30,2,74,0,10
30,3,74,0,10
30,4,74,0.0992953,10
30,5,74,0.0715156,10
30,6,74,0,10
30,7,74,0,10
30,8,74,0,10
30,1,76,0.0356412,10
30,2,76,0.0334768,10
30,3,76,0.033545,10
30,4,76,0.0315257,10
30,5,76,0.0112007,10
30,6,76,0.00281961,10
30,7,76,0.000620801,10
30,8,76,0.000839081,10
30,1,78,0.178922,10
30,2,78,0.177531,10
30,3,78,0.236273,10
30,4,78,0.196493,10
30,5,78,0.0635779,10
30,6,78,0.0147748,10
30,7,78,0.00316889,10
30,8,78,0.00423538,10
31,1,0,26,10
31,2,0,16,10
31,3,0,30,10
31,4,0,70,10
31,5,0,129,10
31,6,0,109,10
31,7,0,103,10
31,8,0,488,10
31,1,1,18,10
31,2,1,16,10
31,3,1,28,10
31,4,1,62,10
31,5,1,124,10
31,6,1,109,10
31,7,1,103,10
31,8,1,462,10
31,1,3,13,10
31,2,3,12,10
31,3,3,21,10
31,4,3,52,10
31,5,3,101,10
31,6,3,86,10
31,7,3,68,10
31,8,3,247,10
31,1,6,40,10
31,2,6,46,10
31,3,6,76,10
31,4,6,242,10
31,5,6,663,10
31,6,6,734,10
31,7,6,654,10
31,8,6,1650,10
31,1,8,22,10
31,2,8,24,10
31,3,8,52,10
31,4,8,161,10
31,5,8,354,10
31,6,8,374,10
31,7,8,306,10
31,8,8,600,10
31,1,11,1,10
31,2,11,1,10
31,3,11,2,10
31,4,11,9,10
31,5,11,6,10
31,6,11,2,10
31,7,11,0,10
31,8,11,6,10
31,1,12,0,10
31,2,12,0,10
31,3,12,1,10
31,4,12,0,10
31,5,12,0,10
31,6,12,0,10
31,7,12,0,10
31,8,12,0,10
31,1,13,1,10
31,2,13,0,10
31,3,13,0,10
31,4,13,0,10
31,5,13,0,10
31,6,13,0,10
31,7,13,0,10
31,8,13,0,10
31,1,14,6,10
31,2,14,6,10
31,3,14,9,10
31,4,14,27,10
31,5,14,26,10
31,6,14,4,10
31,7,14,3,10
31,8,14,17,10
31,1,15,1,10
31,2,15,0,10
31,3,15,0,10
31,4,15,0,10
31,5,15,0,10
31,6,15,0,10
31,7,15,0,10
31,8,15,0,10
31,1,16,0,10
31,2,16,0,10
31,3,16,0,10
31,4,16,0,10
31,5,16,0,10
31,6,16,0,10
31,7,16,0,10
31,8,16,0,10
31,1,18,0,10
31,2,18,0,10
31,3,18,0,10
31,4,18,0,10
31,5,18,0,10
31,6,18,0,10
31,7,18,0,10
31,8,18,0,10
31,1,19,0,10
31,2,19,0,10
31,3,19,0,10
31,4,19,0,10
31,5,19,0,10
31,6,19,0,10
31,7,19,0,10
31,8,19,0,10
31,0,35,1.36986,10
31,0,36,1.38949,10
31,1,74,0.121195,10
31,2,74,0,10
31,3,74,0,10
31,4,74,0,10
31,5,74,0,10
31,6,74,0,10
31,7,74,0,10
31,8,74,0,10
31,1,76,0.0507825,10
31,2,76,0.034508,10
31,3,76,0.02595,10
31,4,76,0.0295549,10
31,5,76,0.0109048,10
31,6,76,0.00108515,10
31,7,76,0.00037004,10
31,8,76,0.00146192,10
31,1,78,0.253908,10
31,2,78,0.201775,10
31,3,78,0.164416,10
31,4,78,0.195023,10
31,5,78,0.0664996,10
31,6,78,0.00557331,10
31,7,78,0.00186994,10
31,8,78,0.0074109,10
32,1,0,30,10
32,2,0,13,10
32,3,0,22,10
32,4,0,70,10
32,5,0,132,10
32,6,0,110,10
32,7,0,103,10
32,8,0,492,10
32,1,1,22,10
32,2,1,12,10
32,3,1,20,10
32,4,1,64,10
32,5,1,126,10
32,6,1,108,10
32,7,1,103,10
32,8,1,459,10
32,1,3,13,10
32,2,3,6,10
32,3,3,18,10
32,4,3,49,10
32,5,3,103,10
32,6,3,87,10
32,7,3,69,10
32,8,3,251,10
32,1,6,48,10
32,2,6,38,10
32,3,6,68,10
32,4,6,248,10
32,5,6,672,10
32,6,6,735,10
32,7,6,667,10
32,8,6,1654,10
32,1,8,29,10
32,2,8,18,10
32,3,8,53,10
32,4,8,157,10
32,5,8,375,10
32,6,8,359,10
32,7,8,296,10
32,8,8,610,10
32,1,11,1,10
32,2,11,3,10
32,3,11,8,10
32,4,11,7,10
32,5,11,5,10
32,6,11,1,10
32,7,11,0,10
32,8,11,3,10
32,1,12,0,10
32,2,12,0,10
32,3,12,0,10
32,4,12,0,10
32,5,12,0,10
32,6,12,0,10
32,7,12,0,10
32,8,12,0,10
32,1,13,0,10
32,2,13,0,10
32,3,13,0,10
32,4,13,0,10
32,5,13,0,10
32,6,13,0,10
32,7,13,0,10
32,8,13,0,10
32,1,14,4,10
32,2,14,6,10
32,3,14,15,10
32,4,14,18,10
32,5,14,21,10
32,6,14,7,10
32,7,14,4,10
32,8,14,11,10
32,1,15,0,10
32,2,15,1,10
32,3,15,0,10
32,4,15,0,10
32,5,15,0,10
32,6,15,0,10
32,7,15,0,10
32,8,15,0,10
32,1,16,0,10
32,2,16,0,10
32,3,16,0,10
32,4,16,0,10
32,5,16,0,10
32,6,16,0,10
32,7,16,0,10
32,8,16,0,10
32,1,18,0,10
32,2,18,0,10
32,3,18,0,10
32,4,18,0,10
32,5,18,0,10
32,6,18,0,10
32,7,18,0,10
32,8,18,0,10
32,1,19,0,10
32,2,19,1,10
32,3,19,0,10
32,4,19,0,10
32,5,19,0,10
32,6,19,0,10
32,7,19,0,10
32,8,19,0,10
32,0,35,1.36986,10
32,0,36,1.39236,10
32,1,74,0,10
32,2,74,0.10959,10
32,3,74,0,10
32,4,74,0,10
32,5,74,0,10
32,6,74,0,10
32,7,74,0,10
32,8,74,0,10
32,1,76,0.0326,10
32,2,76,0.0472983,10
32,3,76,0.026183,10
32,4,76,0.0272298,10
32,5,76,0.00847768,10
32,6,76,0.00160922,10
32,7,76,0.000515061,10
32,8,76,0.000609743,10
32,1,78,0.164315,10
32,2,78,0.270185,10
32,3,78,0.166258,10
32,4,78,0.189232,10
32,5,78,0.0476663,10
32,6,78,0.00825444,10
32,7,78,0.00263135,10
32,8,78,0.00310002,10
33,1,0,31,10
33,2,0,10,10
33,3,0,22,10
33,4,0,75,10
33,5,0,130,10
33,6,0,110,10
33,7,0,103,10
33,8,0,493,10
33,1,1,23,10
33,2,1,8,10
33,3,1,19,10
33,4,1,69,10
33,5,1,125,10
33,6,1,110,10
33,7,1,103,10
33,8,1,453,10
33,1,3,13,10
33,2,3,5,10
33,3,3,15,10
33,4,3,55,10
33,5,3,97,10
33,6,3,87,10
33,7,3,69,10
33,8,3,250,10
33,1,6,49,10
33,2,6,23,10
33,3,6,58,10
33,4,6,256,10
33,5,6,667,10
33,6,6,747,10
33,7,6,678,10
33,8,6,1668,10
33,1,8,30,10
33,2,8,8,10
33,3,8,46,10
33,4,8,161,10
33,5,8,352,10
33,6,8,359,10
33,7,8,318,10
33,8,8,623,10
33,1,11,1,10
33,2,11,7,10
33,3,11,4,10
33,4,11,4,10
33,5,11,6,10
33,6,11,1,10
33,7,11,1,10
33,8,11,2,10
33,1,12,0,10
33,2,12,0,10
33,3,12,1,10
33,4,12,0,10
33,5,12,0,10
33,6,12,0,10
33,7,12,0,10
33,8,12,0,10
33,1,13,0,10
33,2,13,0,10
33,3,13,0,10
33,4,13,0,10
33,5,13,0,10
33,6,13,0,10
33,7,13,0,10
33,8,13,0,10
33,1,14,5,10
33,2,14,5,10
33,3,14,11,10
33,4,14,33,10
33,5,14,18,10
33,6,14,11,10
33,7,14,4,10
33,8,14,18,10
33,1,15,0,10
33,2,15,0,10
33,3,15,0,10
33,4,15,0,10
33,5,15,0,10
33,6,15,0,10
33,7,15,0,10
33,8,15,0,10
33,1,16,0,10
33,2,16,0,10
33,3,16,0,10
33,4,16,0,10
33,5,16,0,10
33,6,16,0,10
33,7,16,0,10
33,8,16,0,10
33,1,18,0,10
33,2,18,0,10
33,3,18,0,10
33,4,18,0,10
33,5,18,0,10
33,6,18,0,10
33,7,18,0,10
33,8,18,0,10
33,1,19,0,10
33,2,19,0,10
33,3,19,0,10
33,4,19,0,10
33,5,19,0,10
33,6,19,0,10
33,7,19,0,10
33,8,19,0,10
33,0,35,1.36986,10
33,0,36,1.4003,10
33,1,74,0,10
33,2,74,0,10
33,3,74,0,10
33,4,74,0,10
33,5,74,0,10
33,6,74,0,10
33,7,74,0,10
33,8,74,0,10
33,1,76,0.0341623,10
33,2,76,0.0386747,10
33,3,76,0.0392461,10
33,4,76,0.026327,10
33,5,76,0.00815405,10
33,6,76,0.00270187,10
33,7,76,0.000511331,10
33,8,76,0.00142131,10
33,1,78,0.171083,10
33,2,78,0.201817,10
33,3,78,0.262145,10
33,4,78,0.167532,10
33,5,78,0.0461133,10
33,6,78,0.0140575,10
33,7,78,0.00260274,10
33,8,78,0.00722717,10
34,1,0,29,10
34,2,0,17,10
34,3,0,19,10
34,4,0,68,10
34,5,0,133,10
34,6,0,104,10
34,7,0,105,10
34,8,0,491,10
34,1,1,19,10
34,2,1,14,10
34,3,1,17,10
34,4,1,63,10
34,5,1,129,10
34,6,1,104,10
34,7,1,105,10
34,8,1,457,10
34,1,3,14,10
34,2,3,9,10
34,3,3,11,10
34,4,3,53,10
34,5,3,101,10
34,6,3,82,10
34,7,3,74,10
34,8,3,256,10
34,1,6,44,10
34,2,6,43,10
34,3,6,51,10
34,4,6,252,10
34,5,6,703,10
34,6,6,720,10
34,7,6,687,10
34,8,6,1670,10
34,1,8,26,10
34,2,8,22,10
34,3,8,40,10
34,4,8,170,10
34,5,8,369,10
34,6,8,349,10
34,7,8,331,10
34,8,8,618,10
34,1,11,0,10
34,2,11,2,10
34,3,11,7,10
34,4,11,13,10
34,5,11,3,10
34,6,11,4,10
34,7,11,2,10
34,8,11,3,10
34,1,12,0,10
34,2,12,0,10
34,3,12,0,10
34,4,12,0,10
34,5,12,0,10
